Symbol,Date,Price,Signal,Profit
ABAC,9/11/2014,1.38,BUY,105.13
ABAC,8/22/2014,1.9551,SHORT,81.56
ABAC,8/20/2014,1.975,BUY,82.72
ABAC,8/12/2014,1.9701,SHORT,83.26
ABAC,8/8/2014,2.0038,BUY,85.02
ABAC,7/22/2014,2.0501,SHORT,83.48
ABAC,7/18/2014,2.1499,BUY,87.9
ABAC,7/8/2014,2.0501,SHORT,92.77
ABAC,7/3/2014,2.11,BUY,95.86
ABAC,6/26/2014,2.1312,SELL,96.05
ABAC,6/19/2014,2.21,BUY,99.8
,,,,
ABAX,5/24/2016,44.6399,BUY,191.27
ABAX,5/10/2016,44.46,SHORT,192.82
ABAX,5/5/2016,44.725,BUY,194.75
ABAX,4/28/2016,45.52,SELL,195.14
ABAX,4/22/2016,45.7999,BUY,196.73
ABAX,4/20/2016,45.4001,SELL,197.12
ABAX,4/18/2016,45.8599,BUY,199.52
ABAX,4/5/2016,44.08,SELL,199.92
ABAX,3/24/2016,42.19,BUY,191.73
ABAX,3/21/2016,41.73,SELL,192.11
ABAX,3/4/2016,40.4299,BUY,186.5
ABAX,3/1/2016,39.18,SHORT,193.42
ABAX,2/26/2016,39.62,BUY,196.38
ABAX,2/23/2016,39.23,SHORT,199.15
ABAX,2/17/2016,39.36,BUY,200.61
ABAX,1/27/2016,51.92,SHORT,162.18
ABAX,1/15/2016,50.92,BUY,159.69
ABAX,1/4/2016,54.6,SELL,160.01
ABAX,12/22/2015,52.805,BUY,155.06
ABAX,12/18/2015,52.52,SELL,155.37
ABAX,12/16/2015,53.07,BUY,157.31
ABAX,11/27/2015,53.38,SELL,157.63
ABAX,11/23/2015,51.99,BUY,153.83
ABAX,11/12/2015,52.94,SELL,154.14
ABAX,10/26/2015,43.12,BUY,125.8
ABAX,10/22/2015,43.91,SHORT,124.07
ABAX,10/19/2015,44.82,BUY,127.15
ABAX,10/13/2015,45.5,SHORT,125.78
ABAX,10/2/2015,44.04,BUY,122.23
ABAX,9/21/2015,48.16,SELL,122.47
ABAX,9/10/2015,48.42,BUY,123.38
ABAX,9/3/2015,47.18,SHORT,127.22
ABAX,8/28/2015,47.21,BUY,127.81
ABAX,8/4/2015,49.52,SHORT,122.6
ABAX,7/30/2015,48.81,BUY,121.33
ABAX,7/24/2015,50.95,SELL,121.57
ABAX,7/10/2015,51.02,BUY,121.98
ABAX,7/8/2015,50.875,SHORT,122.82
ABAX,7/1/2015,51.9,BUY,125.8
ABAX,6/24/2015,52.361,SHORT,125.2
ABAX,6/17/2015,51.76,BUY,124.26
ABAX,6/9/2015,52.35,SHORT,123.37
ABAX,6/3/2015,53.12,BUY,125.69
ABAX,5/28/2015,53.16,SHORT,126.1
ABAX,5/26/2015,53.11,BUY,126.49
ABAX,5/1/2015,61.94,SELL,126.74
ABAX,4/21/2015,63.08,BUY,129.33
ABAX,4/15/2015,64.0362,SELL,129.59
ABAX,4/8/2015,62.99,BUY,127.73
ABAX,4/1/2015,63.84,SELL,127.99
ABAX,3/16/2015,63.49,BUY,127.54
ABAX,3/11/2015,62.21,SELL,127.8
ABAX,3/4/2015,62.03,BUY,127.69
ABAX,2/27/2015,61.07,SELL,127.95
ABAX,2/25/2015,61.52,BUY,129.15
ABAX,2/18/2015,60.838,SELL,129.41
ABAX,2/6/2015,58.98,BUY,125.71
ABAX,2/3/2015,59.535,SELL,125.96
ABAX,1/20/2015,59.68,BUY,126.52
ABAX,1/15/2015,57.06,SHORT,133.14
ABAX,1/8/2015,57.77,BUY,135.34
ABAX,12/23/2014,59.175,SELL,135.61
ABAX,12/12/2014,56.65,BUY,130.08
ABAX,12/8/2014,57.2,SELL,130.34
ABAX,11/11/2014,53.01,BUY,121.03
ABAX,11/7/2014,53.78,SELL,121.27
ABAX,10/15/2014,47.954,BUY,108.35
ABAX,10/6/2014,50.87,SELL,108.57
ABAX,10/1/2014,51.065,BUY,109.2
ABAX,9/22/2014,52.5933,SELL,109.42
ABAX,9/11/2014,48.8499,BUY,101.84
ABAX,9/4/2014,48.31,SELL,102.04
ABAX,8/20/2014,45.96,BUY,97.27
ABAX,8/15/2014,45.71,SELL,97.46
ABAX,8/13/2014,46.67,BUY,99.71
ABAX,7/30/2014,47.72,SELL,99.91
ABAX,7/28/2014,46.31,BUY,97.15
ABAX,7/15/2014,42.9783,SHORT,105.74
ABAX,7/10/2014,43.408,BUY,107.23
ABAX,7/3/2014,45.28,SELL,107.44
ABAX,6/16/2014,43.335,BUY,103.03
ABAX,6/11/2014,43.37,SELL,103.24
ABAX,6/3/2014,41.84,BUY,99.8
,,,,
ABCB,5/24/2016,30.9323,BUY,195.36
ABCB,5/13/2016,30.81,SELL,195.75
ABCB,5/10/2016,30.86,BUY,196.46
ABCB,4/28/2016,31.545,SELL,196.85
ABCB,4/26/2016,31.41,BUY,196.4
ABCB,4/20/2016,31.01,SELL,196.79
ABCB,4/11/2016,28.37,BUY,180.4
ABCB,4/4/2016,29.3,SELL,180.76
ABCB,3/31/2016,29.11,BUY,179.95
ABCB,3/21/2016,29.235,SELL,180.31
ABCB,2/22/2016,26.48,BUY,163.65
ABCB,2/18/2016,25.96,SHORT,167.66
ABCB,2/16/2016,26.07,BUY,169.05
ABCB,2/3/2016,28.39,SHORT,156.91
ABCB,1/27/2016,27.255,BUY,151.24
ABCB,12/31/2015,34.4,SELL,151.54
ABCB,12/22/2015,33.62,BUY,148.4
ABCB,12/17/2015,34.35,SELL,148.7
ABCB,12/15/2015,33.93,BUY,147.18
ABCB,12/10/2015,34.17,SELL,147.47
ABCB,12/8/2015,34.775,BUY,150.38
ABCB,12/3/2015,34.16,SELL,150.68
ABCB,11/27/2015,33.805,BUY,149.41
ABCB,11/12/2015,33,SELL,149.71
ABCB,11/9/2015,33.46,BUY,152.1
ABCB,10/30/2015,31.543,SELL,152.4
ABCB,10/16/2015,28.64,BUY,138.65
ABCB,10/14/2015,28.3,SELL,138.93
ABCB,10/8/2015,28.47,BUY,140.04
ABCB,10/5/2015,28.25,SELL,140.32
ABCB,9/24/2015,27.88,BUY,138.76
ABCB,9/17/2015,28.51,SELL,139.04
ABCB,8/28/2015,26.8,BUY,130.96
ABCB,8/19/2015,28.19,SELL,131.22
ABCB,8/17/2015,28.31,BUY,132.04
ABCB,8/7/2015,27.97,SELL,132.3
ABCB,7/7/2015,25.41,BUY,120.43
ABCB,6/30/2015,25.5701,SELL,120.67
ABCB,6/26/2015,25.9599,BUY,122.76
ABCB,6/15/2015,25.9701,SELL,123.01
ABCB,6/3/2015,25.35,BUY,120.31
ABCB,5/22/2015,25.82,SELL,120.55
ABCB,5/19/2015,25.45,BUY,119.06
ABCB,5/12/2015,25.02,SHORT,121.63
ABCB,5/7/2015,24.891,BUY,121.49
ABCB,4/30/2015,25.15,SHORT,120.73
ABCB,4/28/2015,24.976,BUY,120.38
ABCB,4/16/2015,26.44,SELL,120.62
ABCB,3/5/2015,25.5692,BUY,116.88
ABCB,3/2/2015,26.1308,SELL,117.11
ABCB,2/25/2015,26.2,BUY,117.66
ABCB,2/19/2015,25.79,SELL,117.9
ABCB,2/13/2015,25.54,BUY,116.99
ABCB,2/10/2015,25.1301,SELL,117.22
ABCB,2/2/2015,24.275,BUY,113.46
ABCB,1/28/2015,23.475,SHORT,117.93
ABCB,1/22/2015,23.52,BUY,118.63
ABCB,12/19/2014,25.86,SELL,118.87
ABCB,12/3/2014,24.89,BUY,114.64
ABCB,11/28/2014,25.465,SELL,114.87
ABCB,11/25/2014,25.776,BUY,116.51
ABCB,11/14/2014,25.9301,SELL,116.74
ABCB,11/11/2014,25.7699,BUY,116.25
ABCB,11/4/2014,24.59,SELL,116.48
ABCB,10/13/2014,22.63,BUY,107.41
ABCB,10/6/2014,22.38,SHORT,109.06
ABCB,10/2/2014,22.24,BUY,108.81
ABCB,9/16/2014,22.7,SELL,109.03
ABCB,9/8/2014,22.75,BUY,109.49
ABCB,9/4/2014,22.83,SELL,109.71
ABCB,9/2/2014,23.115,BUY,111.3
ABCB,8/27/2014,23.695,SELL,111.52
ABCB,8/6/2014,21.74,BUY,102.52
ABCB,8/4/2014,21.62,SELL,102.73
ABCB,7/30/2014,21.43,BUY,102.03
ABCB,7/8/2014,22.038,SELL,102.23
ABCB,6/27/2014,21.472,BUY,99.8
,,,,
ABCD,5/18/2016,4.3249,BUY,433.65
ABCD,4/29/2016,4.5735,SELL,434.52
ABCD,4/14/2016,4.06,BUY,386.51
ABCD,3/17/2016,4.39,SELL,387.28
ABCD,3/14/2016,4.507,BUY,398.4
ABCD,3/7/2016,4.598,SELL,399.2
ABCD,2/24/2016,4.1444,BUY,360.54
ABCD,2/19/2016,3.96,SHORT,379.67
ABCD,2/12/2016,3.6899,BUY,355.19
ABCD,2/5/2016,4.325,SHORT,310.95
ABCD,2/1/2016,4.5099,BUY,325.54
ABCD,1/27/2016,4.4301,SHORT,332.84
ABCD,1/21/2016,4.25,BUY,320.59
ABCD,12/30/2015,5.05,SELL,321.23
ABCD,12/16/2015,5.06,BUY,322.51
ABCD,12/9/2015,5.05,SHORT,324.45
ABCD,11/30/2015,5.12,BUY,330.27
ABCD,11/9/2015,5.31,SELL,330.93
ABCD,11/2/2015,4.846,BUY,302.62
ABCD,10/27/2015,4.764,SELL,303.23
ABCD,10/23/2015,4.969,BUY,316.91
ABCD,10/21/2015,4.926,SELL,317.55
ABCD,10/15/2015,4.79,BUY,309.4
ABCD,10/13/2015,4.79,SHORT,310.64
ABCD,10/2/2015,4.78,BUY,311.24
ABCD,9/22/2015,4.85,SELL,311.86
ABCD,9/18/2015,5.008,BUY,322.67
ABCD,9/10/2015,4.97,SELL,323.32
ABCD,9/3/2015,5.15,BUY,335.7
ABCD,9/1/2015,5.1,SELL,336.37
ABCD,8/13/2015,4.35,BUY,287.48
ABCD,8/6/2015,4.7701,SELL,288.06
ABCD,8/3/2015,4.7099,BUY,284.99
ABCD,7/24/2015,4.9702,SELL,285.56
ABCD,7/13/2015,4.8098,BUY,276.9
ABCD,7/2/2015,4.241,SELL,277.45
ABCD,6/30/2015,4.2575,BUY,279.09
ABCD,6/26/2015,4.1925,SELL,279.65
ABCD,6/23/2015,4.2125,BUY,281.55
ABCD,6/17/2015,4.2001,SELL,282.11
ABCD,5/15/2015,3.1846,BUY,214.33
ABCD,4/29/2015,3.026,SHORT,227.09
ABCD,4/24/2015,3.069,BUY,231.24
ABCD,4/7/2015,3.105,SELL,231.7
ABCD,3/18/2015,3.03,BUY,226.56
ABCD,3/11/2015,2.9885,SELL,227.01
ABCD,3/5/2015,2.7899,BUY,212.35
ABCD,2/25/2015,2.6469,SELL,212.78
ABCD,2/18/2015,2.5932,BUY,208.88
ABCD,2/9/2015,2.614,SELL,209.3
ABCD,2/5/2015,2.604,BUY,208.92
ABCD,1/28/2015,2.54,SELL,209.34
ABCD,12/17/2014,1.603,BUY,132.38
ABCD,12/3/2014,1.6901,SELL,132.65
ABCD,11/17/2014,1.81,BUY,142.35
ABCD,11/13/2014,1.7655,SELL,142.64
ABCD,10/30/2014,1.509,BUY,122.16
ABCD,10/9/2014,1.5855,SELL,122.4
ABCD,9/22/2014,1.4575,BUY,112.74
ABCD,9/4/2014,1.6154,SHORT,103.11
ABCD,8/28/2014,1.664,BUY,106.64
ABCD,8/18/2014,1.781,SHORT,100.47
ABCD,7/31/2014,1.8775,BUY,106.34
ABCD,7/8/2014,2.043,SHORT,98.77
ABCD,7/3/2014,2.1093,BUY,102.38
ABCD,7/1/2014,2.0857,SELL,102.59
ABCD,6/24/2014,2.025,BUY,99.8
,,,,
ABCO,5/20/2016,31.6,BUY,145.78
ABCO,5/17/2016,32.9875,SELL,146.07
ABCO,5/9/2016,32.915,BUY,146.04
ABCO,5/3/2016,31.53,SHORT,153.36
ABCO,4/28/2016,31.73,BUY,154.95
ABCO,4/19/2016,32.345,SELL,155.26
ABCO,4/15/2016,32.0554,BUY,154.18
ABCO,4/8/2016,31.96,SELL,154.49
ABCO,3/18/2016,29.32,BUY,142.01
ABCO,3/16/2016,27.89,SHORT,150.29
ABCO,3/14/2016,29,BUY,156.9
ABCO,2/19/2016,37.51,SHORT,128.4
ABCO,2/12/2016,39.665,BUY,136.32
ABCO,2/3/2016,43.9,SELL,136.59
ABCO,2/1/2016,45.63,BUY,142.26
ABCO,1/26/2016,43.89,SHORT,148.73
ABCO,1/20/2016,44.505,BUY,151.42
ABCO,1/15/2016,44.71,SHORT,151.33
ABCO,1/12/2016,46.3,BUY,157.34
ABCO,12/31/2015,50.2,SHORT,146.58
ABCO,12/29/2015,50.64,BUY,148.46
ABCO,12/7/2015,52.238,SELL,148.76
ABCO,11/10/2015,51.753,BUY,147.67
ABCO,11/2/2015,43.78,SHORT,181.28
ABCO,10/29/2015,44.272,BUY,184.05
ABCO,10/22/2015,46.18,SELL,184.42
ABCO,10/16/2015,45.028,BUY,180.18
ABCO,10/13/2015,47.14,SHORT,173.15
ABCO,10/8/2015,43.38,BUY,159.98
ABCO,9/22/2015,47.82,SHORT,146.98
ABCO,9/8/2015,49.02,BUY,151.27
ABCO,8/5/2015,53.9506,SELL,151.57
ABCO,7/31/2015,59.56,BUY,167.66
ABCO,7/21/2015,58.49,SELL,168
ABCO,6/8/2015,52.205,BUY,150.25
ABCO,6/4/2015,51.69,SELL,150.55
ABCO,5/28/2015,49.51,BUY,144.49
ABCO,5/19/2015,48.19,SHORT,149.16
ABCO,5/14/2015,48.33,BUY,150.19
ABCO,4/30/2015,52.78,SHORT,139.07
ABCO,4/28/2015,52.48,BUY,138.83
ABCO,4/17/2015,52.99,SELL,139.11
ABCO,4/10/2015,52.44,BUY,137.94
ABCO,4/8/2015,51.79,SHORT,140.25
ABCO,4/6/2015,53.06,BUY,144.27
ABCO,4/1/2015,52.9,SHORT,145.29
ABCO,3/27/2015,51.356,BUY,141.62
ABCO,3/17/2015,53.156,SELL,141.9
ABCO,3/12/2015,53.06,BUY,141.93
ABCO,3/6/2015,53.27,SELL,142.21
ABCO,3/2/2015,54.616,BUY,146.1
ABCO,2/25/2015,53.304,SELL,146.39
ABCO,2/2/2015,47.35,BUY,130.3
ABCO,1/2/2015,48.9209,SELL,130.56
ABCO,12/30/2014,49.8,BUY,133.17
ABCO,12/26/2014,49.25,SELL,133.44
ABCO,12/23/2014,49.3,BUY,133.84
ABCO,12/19/2014,48.95,SELL,134.11
ABCO,12/11/2014,42.62,BUY,117
ABCO,12/2/2014,42.2,SHORT,118.65
ABCO,11/24/2014,41.545,BUY,117.28
ABCO,11/10/2014,48.3199,SELL,117.52
ABCO,10/27/2014,50.803,BUY,123.81
ABCO,10/22/2014,49.55,SELL,124.06
ABCO,10/7/2014,46.07,BUY,115.58
ABCO,9/16/2014,49.28,SHORT,108.95
ABCO,9/10/2014,48.16,BUY,106.9
ABCO,8/21/2014,50.27,SELL,107.11
ABCO,8/19/2014,50.31,BUY,107.41
ABCO,8/15/2014,49.57,SELL,107.63
ABCO,8/6/2014,47.87,BUY,104.15
ABCO,7/31/2014,50.5,SELL,104.36
ABCO,7/24/2014,50.42,BUY,104.4
ABCO,7/16/2014,50.76,SELL,104.61
ABCO,7/14/2014,51.25,BUY,105.83
ABCO,7/7/2014,51.79,SELL,106.04
ABCO,6/3/2014,48.85,BUY,100.22
ABCO,5/29/2014,49.1,SHORT,100.11
ABCO,5/27/2014,48.75,BUY,99.8
,,,,
ABDC,5/11/2016,11.297,BUY,291.69
ABDC,5/2/2016,11.575,SELL,292.27
ABDC,4/28/2016,11.795,BUY,298.42
ABDC,4/19/2016,11.685,SELL,299.02
ABDC,4/12/2016,11.75,BUY,301.29
ABDC,4/7/2016,11.5,SELL,301.89
ABDC,3/4/2016,10.245,BUY,269.48
ABDC,3/2/2016,10.285,SELL,270.02
ABDC,2/24/2016,9.5236,BUY,250.53
ABDC,2/19/2016,9.17,SHORT,261.62
ABDC,2/12/2016,9.05,BUY,259.23
ABDC,2/3/2016,10.505,SHORT,228.61
ABDC,1/22/2016,9.93,BUY,216.96
ABDC,1/12/2016,11.46,SHORT,192.17
ABDC,1/6/2016,11.615,BUY,195.55
ABDC,12/28/2015,12.05,SELL,195.94
ABDC,12/21/2015,11.46,BUY,186.72
ABDC,12/4/2015,12.155,SELL,187.09
ABDC,11/23/2015,11.885,BUY,183.3
ABDC,11/16/2015,11.8925,SELL,183.67
ABDC,11/6/2015,11.83,BUY,183.07
ABDC,11/4/2015,11.89,SHORT,182.88
ABDC,10/30/2015,11.862,BUY,183.18
ABDC,10/22/2015,12.55,SHORT,174.36
ABDC,10/19/2015,12.095,BUY,168.71
ABDC,10/12/2015,12.2576,SHORT,167.17
ABDC,10/7/2015,11.9199,BUY,163.22
ABDC,9/25/2015,12.815,SELL,163.55
ABDC,9/16/2015,12.85,BUY,164.33
ABDC,8/20/2015,12.925,SELL,164.66
ABDC,7/29/2015,12.49,BUY,159.44
ABDC,7/24/2015,12.755,SHORT,156.82
ABDC,7/9/2015,12.6248,BUY,155.84
ABDC,6/25/2015,13.66,SHORT,145.44
ABDC,6/16/2015,13.74,BUY,146.88
ABDC,5/21/2015,13.93,SELL,147.17
ABDC,5/15/2015,13.75,BUY,145.56
ABDC,4/29/2015,13.72,SELL,145.85
ABDC,4/7/2015,13.6542,BUY,145.44
ABDC,3/25/2015,13.95,SELL,145.73
ABDC,3/13/2015,13.6887,BUY,143.29
ABDC,3/3/2015,13.8152,SELL,143.58
ABDC,2/17/2015,13.5195,BUY,140.79
ABDC,2/12/2015,13.4816,SELL,141.07
ABDC,2/2/2015,12.99,BUY,136.2
ABDC,1/12/2015,13.03,SELL,136.47
ABDC,1/6/2015,12.91,BUY,135.48
ABDC,12/31/2014,12.87,SELL,135.75
ABDC,12/18/2014,11.74,BUY,124.08
ABDC,12/3/2014,12.75,SHORT,115.43
ABDC,11/21/2014,12.76,BUY,115.98
ABDC,11/17/2014,12.777,SELL,116.21
ABDC,11/12/2014,12.92,BUY,117.75
ABDC,11/5/2014,12.96,SELL,117.99
ABDC,10/31/2014,12.83,BUY,117.04
ABDC,10/28/2014,12.627,SHORT,119.43
ABDC,10/22/2014,12.5,BUY,118.7
ABDC,10/6/2014,13.24,SHORT,112.87
ABDC,9/30/2014,13.036,BUY,111.58
ABDC,9/25/2014,13.564,SELL,111.8
ABDC,9/18/2014,13.8,BUY,113.97
ABDC,9/15/2014,13.735,SELL,114.2
ABDC,8/13/2014,12.5199,BUY,104.31
ABDC,7/31/2014,13.5267,SHORT,97.47
ABDC,7/29/2014,13.795,BUY,99.8
,,,,
ABEO,5/9/2016,2.435,BUY,571.61
ABEO,5/4/2016,2.595,SHORT,540.57
ABEO,4/28/2016,2.765,BUY,578.29
ABEO,4/20/2016,2.725,SHORT,589.26
ABEO,4/14/2016,2.684,BUY,582.72
ABEO,4/8/2016,2.746,SELL,583.89
ABEO,4/1/2016,2.804,BUY,597.42
ABEO,3/31/2016,2.6636,SELL,598.62
ABEO,3/29/2016,2.8064,BUY,631.98
ABEO,3/28/2016,2.6936,SELL,633.25
ABEO,3/18/2016,2.824,BUY,665.24
ABEO,3/16/2016,2.836,SELL,666.57
ABEO,3/11/2016,2.729,BUY,642.71
ABEO,3/8/2016,2.695,SELL,644
ABEO,3/3/2016,2.2876,BUY,547.74
ABEO,2/22/2016,2.6359,SELL,548.84
ABEO,2/16/2016,2.4741,BUY,516.18
ABEO,2/10/2016,2.3958,SHORT,535.76
ABEO,2/4/2016,2.3742,BUY,533.06
ABEO,1/28/2016,2.5101,SHORT,507.71
ABEO,1/21/2016,2.85,BUY,578.77
ABEO,1/7/2016,3.165,SHORT,528.49
ABEO,12/16/2015,3.524,BUY,590.8
ABEO,12/1/2015,4.64,SELL,591.98
ABEO,11/17/2015,3.95,BUY,504.96
ABEO,11/5/2015,4.415,SELL,505.97
ABEO,11/3/2015,4.145,BUY,475.98
ABEO,10/30/2015,3.992,SHORT,496.94
ABEO,10/15/2015,4.085,BUY,510.56
ABEO,10/13/2015,4.17,SHORT,502.37
ABEO,10/1/2015,4.0799,BUY,493.49
ABEO,9/22/2015,4.955,SELL,494.48
ABEO,9/18/2015,5.1883,BUY,518.8
ABEO,9/16/2015,5.155,SELL,519.84
ABEO,9/9/2015,4.8299,BUY,488.03
ABEO,8/13/2015,5.692,SHORT,425.54
ABEO,8/11/2015,5.818,BUY,436.7
ABEO,8/6/2015,6.355,SELL,437.58
ABEO,7/28/2015,5.91,BUY,407.75
ABEO,7/15/2015,6.1251,SHORT,395.5
ABEO,7/9/2015,4.8399,BUY,313.77
ABEO,6/26/2015,6.3502,SHORT,254.5
ABEO,6/23/2015,6.7248,BUY,270.59
ABEO,6/1/2015,7.65,SELL,271.13
ABEO,5/26/2015,8.835,BUY,313.76
ABEO,5/21/2015,9.22,SELL,314.39
ABEO,5/18/2015,8.46,BUY,289.05
ABEO,5/13/2015,8.67,SELL,289.63
ABEO,5/5/2015,4.5449,BUY,152.13
ABEO,4/28/2015,3.46,SELL,152.43
ABEO,4/23/2015,3.4039,BUY,150.26
ABEO,4/21/2015,3.1861,SELL,150.56
ABEO,4/2/2015,3.0935,BUY,146.48
ABEO,3/12/2015,3.48,SELL,146.77
ABEO,2/24/2015,3.1036,BUY,131.16
ABEO,2/4/2015,3.1266,SHORT,130.72
ABEO,1/16/2015,3.1581,BUY,132.57
ABEO,1/14/2015,3.1419,SHORT,133.79
ABEO,1/12/2015,3.3281,BUY,142.29
ABEO,12/19/2014,4.49,SHORT,113.49
ABEO,12/15/2014,6.26,BUY,158.87
ABEO,11/10/2014,8.79,SHORT,123.86
ABEO,10/22/2014,11.015,BUY,155.83
ABEO,9/29/2014,15.015,SELL,156.14
ABEO,9/24/2014,15.025,BUY,156.56
ABEO,9/11/2014,15.5,SELL,156.87
ABEO,8/29/2014,16.5,BUY,167.32
ABEO,8/21/2014,16.45,SELL,167.66
ABEO,8/4/2014,13.535,BUY,138.23
ABEO,7/30/2014,14.45,SELL,138.51
ABEO,7/21/2014,13.265,BUY,127.41
ABEO,6/4/2014,18.47,SHORT,99.8
,,,,
ABIL,5/26/2016,2.785,BUY,81.74
ABIL,4/26/2016,7.13,SELL,81.9
ABIL,4/21/2016,7.2797,BUY,83.79
ABIL,4/18/2016,6.7903,SELL,83.96
ABIL,4/8/2016,6.0199,BUY,74.58
ABIL,3/28/2016,6.1201,SHORT,73.67
ABIL,3/14/2016,6.5099,BUY,78.68
ABIL,3/7/2016,6.71,SHORT,76.71
ABIL,2/25/2016,7.1881,BUY,82.51
ABIL,2/22/2016,7.0219,SHORT,84.85
ABIL,2/18/2016,7.21,BUY,87.47
ABIL,2/11/2016,6.29,SHORT,102.87
ABIL,2/8/2016,7.21,BUY,118.39
ABIL,1/29/2016,8.73,SHORT,101.24
ABIL,1/26/2016,9.13,BUY,106.3
ABIL,1/13/2016,9.59,SHORT,101.84
ABIL,12/31/2015,9.36,BUY,99.8
,,,,
ABIO,5/25/2016,3.366,SHORT,358.35
ABIO,5/20/2016,3.3939,BUY,362.77
ABIO,5/5/2016,4.0404,SELL,363.5
ABIO,4/28/2016,3.999,BUY,360.5
ABIO,4/19/2016,3.653,SELL,361.22
ABIO,4/15/2016,3.6977,BUY,366.37
ABIO,4/11/2016,3.5361,SHORT,385.45
ABIO,4/4/2016,3.4639,BUY,379.09
ABIO,3/24/2016,3.6854,SELL,379.85
ABIO,3/18/2016,3.7346,BUY,385.69
ABIO,3/11/2016,3.721,SELL,386.46
ABIO,3/2/2016,3.6598,BUY,380.87
ABIO,2/22/2016,3.55,SHORT,394.6
ABIO,2/17/2016,3.765,BUY,420.18
ABIO,2/9/2016,3.525,SHORT,452.69
ABIO,2/4/2016,3.7976,BUY,489.66
ABIO,2/3/2016,3.6794,SHORT,507.94
ABIO,2/1/2016,3.7969,BUY,526.26
ABIO,1/28/2016,3.8631,SHORT,519.47
ABIO,1/19/2016,3.6555,BUY,493.53
ABIO,1/6/2016,4.745,SHORT,402.98
ABIO,12/21/2015,4.9618,BUY,423.08
ABIO,12/9/2015,5.5,SELL,423.93
ABIO,12/7/2015,5.637,BUY,435.36
ABIO,12/1/2015,5.703,SELL,436.23
ABIO,11/17/2015,5.057,BUY,387.59
ABIO,11/11/2015,5.2248,SELL,388.37
ABIO,11/3/2015,5.3085,BUY,395.38
ABIO,10/12/2015,5.34,SHORT,394.64
ABIO,10/5/2015,5.3,BUY,393.26
ABIO,9/10/2015,6.593,SHORT,330.1
ABIO,9/1/2015,6.307,BUY,317.05
ABIO,8/13/2015,6.8236,SHORT,295.92
ABIO,8/10/2015,7.126,BUY,310.27
ABIO,7/31/2015,8.0857,SELL,310.89
ABIO,7/27/2015,7.9093,BUY,304.72
ABIO,7/15/2015,9.5914,SELL,305.33
ABIO,7/10/2015,7.9786,BUY,254.5
ABIO,7/8/2015,7.4823,SELL,255.01
ABIO,6/22/2015,6.4974,BUY,221.89
ABIO,6/17/2015,6.5737,SELL,222.33
ABIO,6/11/2015,6.2314,BUY,211.18
ABIO,6/8/2015,5.8408,SELL,211.6
ABIO,6/4/2015,5.6756,BUY,206.03
ABIO,6/2/2015,5.4544,SHORT,215.6
ABIO,5/28/2015,5.446,BUY,216.13
ABIO,5/14/2015,5.943,SHORT,200.25
ABIO,5/8/2015,5.887,BUY,199.16
ABIO,4/27/2015,6.1537,SELL,199.56
ABIO,4/21/2015,6.09,BUY,197.89
ABIO,4/17/2015,6.153,SELL,198.29
ABIO,4/15/2015,6.307,BUY,203.66
ABIO,4/8/2015,5.9437,SELL,204.07
ABIO,3/31/2015,5.467,BUY,188.08
ABIO,3/26/2015,5.32,SHORT,194.2
ABIO,3/19/2015,5.6091,BUY,205.57
ABIO,3/11/2015,6.3787,SELL,205.98
ABIO,3/4/2015,5.0456,BUY,163.26
ABIO,2/25/2015,4.8293,SHORT,171.6
ABIO,2/23/2015,4.9007,BUY,174.84
ABIO,2/19/2015,5.0351,SHORT,170.98
ABIO,2/17/2015,5.0813,BUY,173.24
ABIO,1/6/2015,6.853,SELL,173.59
ABIO,12/19/2014,6.7221,BUY,170.62
ABIO,12/15/2014,7.0588,SELL,170.96
ABIO,12/9/2014,5.047,BUY,122.48
ABIO,12/2/2014,5.3802,SHORT,115.8
ABIO,11/28/2014,5.7148,BUY,123.49
ABIO,11/13/2014,7.3073,SHORT,101.8
ABIO,11/11/2014,7.2877,BUY,101.93
ABIO,11/4/2014,7.6909,SHORT,97.24
ABIO,10/30/2014,7.924,BUY,100.59
ABIO,10/22/2014,7.861,SHORT,101.81
ABIO,10/13/2014,8.155,BUY,106.04
ABIO,10/6/2014,8.47,SHORT,102.65
ABIO,9/29/2014,8.463,BUY,102.98
ABIO,9/17/2014,9.2407,SHORT,95.37
ABIO,9/5/2014,9.485,BUY,98.28
ABIO,9/3/2014,9.485,SHORT,98.67
ABIO,8/25/2014,9.569,BUY,99.94
ABIO,7/16/2014,10.2011,SELL,100.14
ABIO,6/27/2014,10.234,BUY,100.66
ABIO,6/12/2014,10.08,SELL,100.86
ABIO,5/27/2014,9.954,BUY,99.8
,,,,
ABMD,5/6/2016,94.94,BUY,665.34
ABMD,4/29/2016,99.28,SELL,666.67
ABMD,4/13/2016,96.73,BUY,650.85
ABMD,4/11/2016,95.54,SELL,652.15
ABMD,3/31/2016,93.21,BUY,637.52
ABMD,3/24/2016,90.6,SELL,638.8
ABMD,3/18/2016,86.13,BUY,608.5
ABMD,3/16/2016,86.79,SELL,609.72
ABMD,3/1/2016,80.955,BUY,569.87
ABMD,2/26/2016,81.795,SELL,571.01
ABMD,2/19/2016,79.6,BUY,556.8
ABMD,2/5/2016,84.39,SHORT,529.01
ABMD,2/1/2016,85.42,BUY,537.61
ABMD,1/20/2016,84.66,SELL,538.69
ABMD,1/6/2016,85.19,BUY,543.15
